id;Name *;SKU;Name *;SKU;Short description;Description;Text when in stock;Text when backorder allowed
9228;Kugelklemme 13,5 - 14,7;CPA.00.424.13000/B;Kugelklemme 13,5 - 14,7;CPA.00.424.13000/B;"Loch ø 13,5 mm - 14,7 mm. 1"" Kugel.";<strong>Kugelklemme 13,5 - 14,7 M8 für Supersportler</strong><br><ul><li>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 13,5 mm bis 14,7 mm. In Kombination mit einem RAM Klemmarm können sowohl Navigationshalter, als auch Kamerahalter montiert werden. </li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><br><strong>Optional erhältlich:</strong></li><ul><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Navigation Kamera-Halter</li></ul></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9229;Kugelklemme 15,0 - 17,2;CPA.00.424.13100/B;Kugelklemme 15,0 - 17,2;CPA.00.424.13100/B;"Loch ø 15,0 mm - 17,2 mm. 1"" Kugel.";<strong>Kugelklemme 15,0 - 17,2 M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 15,0 mm bis 17,2 mm. In Kombination mit einem RAM Klemmarm können sowohl Navigationshalter, als auch Kamerahalter montiert werden.<br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8 <li>Montagematerial</li><li>Anbauanleitung</li></ul><br><strong>Optional erhältlich:</strong></li><ul><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Navigation Kamera-Halter</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9230;Kugelklemme 17,5 - 20,5;CPA.00.424.13200/B;Kugelklemme 17,5 - 20,5;CPA.00.424.13200/B;"Loch ø 17,5 mm - 20,5 mm. 1"" Kugel.";<strong>Kugelklemme 17,5 - 20,5 M8 für Supersportler</strong><br><ul><li>Wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 17,5 mm bis 20,5 mm. In Kombination mit einem RAM Klemmarm können sowohl Navigationshalter, als auch Kamerahalter montiert werden.</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><br><strong>Optional erhältlich:</strong></li><ul><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Navigation Kamera-Halter</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9231;Kugelklemme 12,5 - 13,5;CPA.00.424.13300/B;Kugelklemme 12,5 - 13,5;CPA.00.424.13300/B;"Loch ø 12,5 mm - 13,5 mm. 1"" Kugel.";<strong>Kugelklemme 12,5 - 13,5 M8 für Supersportler</strong><br>Wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 12,5 mm bis 13,5 mm. In Kombination mit einem RAM Klemmarm können sowohl Navigationshalter, als auch Kamerahalter montiert werden.</li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><br><strong>Optional erhältlich:</strong></li><ul><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Navigation Kamera-Halter</li></ul></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9232;Kugelklemme 23,0 - 25,0;CPA.00.424.13400/B;Kugelklemme 23,0 - 25,0;CPA.00.424.13400/B;"Loch ø 23,0 mm - 25,0 mm. 1"" Kugel.";<strong>Kugelklemme 23,0 - 25,0</strong><br>M8 für Supersportler<br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 23,0 mm bis 25,0 mm.<br>In Kombination mit einem RAM Klemmarm können sowohl Navigationshalter, als auch Kamerahalter montiert werden.<br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>Montagematerial</li><li>Anbauanleitung</li></ul><br><strong>Optional erhältlich:</strong><ul><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Navigation Kamera-Halter</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9233;Kugelklemme Universalhalter-Kit 13,5 - 14,7;CPA.00.424.15000/B;Kugelklemme Universalhalter-Kit 13,5 - 14,7;CPA.00.424.15000/B;"Loch ø 13,5 mm - 14,7 mm. 1"" Kugel.";<strong>Kugelklemme Universalhalter-Kit 13,5 - 14,7 M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 13,5 mm bis 14,7 mm. <ul></li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9234;Kugelklemme Universalhalter-Kit 15,0 - 17,2;CPA.00.424.15100/B;Kugelklemme Universalhalter-Kit 15,0 - 17,2;CPA.00.424.15100/B;"Loch ø 15,0 mm - 17,2 mm. 1"" Kugel.";<strong>Kugelklemme Universalhalter-Kit 15,0 - 17,2<br> M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 15,0 mm bis 17,2 mm. <ul></li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9235;Kugelklemme Universalhalter-Kit 17,5 - 20,5;CPA.00.424.15200/B;Kugelklemme Universalhalter-Kit 17,5 - 20,5;CPA.00.424.15200/B;"Loch ø 17,5 mm - 20,5 mm. 1"" Kugel.";<strong>Kugelklemme Universalhalter-Kit 17,5 - 20,5<br> M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 17,5 mm bis 20,5 mm. <ul></li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9236;Kugelklemme Universalhalter-Kit 12,5 - 13,5;CPA.00.424.15300/B;Kugelklemme Universalhalter-Kit 12,5 - 13,5;CPA.00.424.15300/B;"Loch ø 12,5 mm - 13,5 mm. 1"" Kugel.";<strong>Kugelklemme Universalhalter-Kit 12,5 - 13,5<br> M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 12,5 mm bis 13,5 mm. <ul></li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9237;Kugelklemme Universalhalter-Kit 23,0 - 25,0;CPA.00.424.15400/B;Kugelklemme Universalhalter-Kit 23,0 - 25,0;CPA.00.424.15400/B;"Loch ø 23,0 mm - 25,0 mm. 1"" Kugel.";<strong>Kugelklemme Universalhalter-Kit 23,0 - 25,0<br> M8 für Supersportler</strong><br>Eine Kugel M8 wird mittels zweier Klemmbuchsen im Inneren des Steuerkopfrohres befestigt. Geeignet für Steuerkopfrohr mit Innendurchmesser von 23,0 mm bis 25,0 mm. <ul></li></ul><br><strong>Lieferumfang:</strong><ul><li>1 Befestigungskugel M8</li><li>RAM Klemmarm</li><li>Navigation Universal-Halter</li><li>Montagematerial</li><li>Anbauanleitung</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9238;Schwenkbarer Klemmarm;CPA.00.424.18000/B;Schwenkbarer Klemmarm;CPA.00.424.18000/B;Schwarz. 2 Zoll / 5,5 cm.;<p>Schwenk- und drehbarer Klemmarm zur Gerätemontage von Navigationsgerät, Kamera oder Smartphone.</p><strong>Features:</strong><ul><li>Für Haltekugeln ø 24 - 25,5 Millimetern (ca. 1 Zoll)</li><li>In zwei Achsen um bis zu 90° beziehungsweise 45° schwenkbar</li><li>Unterschiedlichste Befestigungsvarianten</li><li>Kompatibel zu TomTom Rider, Garmin Zumo und Blaupunkt MotoPilot</li><li>Verwendbar mit Navi Case Pro und Smartphone Hardcase (Adapter erforderlich)</li><li>Material: Aluguss, gepulvert</li><li>Länge: 2“ / 5,5 cm</li></ul><br><strong>Lieferumfang:</strong><ul><li>Schwenkbarer Klemmarm</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9239;Bremsflüssigkeitsbehälter Montagekit;CPA.07.596.100;Bremsflüssigkeitsbehälter Montagekit;CPA.07.596.100;Distanzbuchse/Gummi. BMW F 650/F 800 GS.;<strong>Fixiersatz zum Befestigen des Bremsflüssigkeits Behälters</strong><ul><li>Passend für BMW F 650 GS + F 800 GS</li></ul>;Auf Lager;Verfügbar : Lieferbar auf Anfrage
9240;EGO Handprotektoren-Kit;EGO-001-00-BK;EGO Handprotektoren-Kit;EGO-001-00-BK;Schwarz. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9241;EGO Handprotektoren-Kit;EGO-001-00-BU;EGO Handprotektoren-Kit;EGO-001-00-BU;Blau. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9242;EGO Handprotektoren-Kit;EGO-001-00-GR;EGO Handprotektoren-Kit;EGO-001-00-GR;Grün. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9243;EGO Handprotektoren-Kit;EGO-001-00-RD;EGO Handprotektoren-Kit;EGO-001-00-RD;Rot. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9244;EGO Handprotektoren-Kit;EGO-001-00-WH;EGO Handprotektoren-Kit;EGO-001-00-WH;Weiß. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9245;EGO Handprotektoren-Kit;EGO-001-00-YE;EGO Handprotektoren-Kit;EGO-001-00-YE;Gelb. Inklusive Anbausatz für 22mm Lenker.;"<strong>EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9246;EGO Handprotektor mit Backbone;EGO-002-00-BK;EGO Handprotektor mit Backbone;EGO-002-00-BK;Schwarz. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9247;EGO Handprotektor mit Backbone;EGO-002-00-BU;EGO Handprotektor mit Backbone;EGO-002-00-BU;Blau. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9248;EGO Handprotektor mit Backbone;EGO-002-00-GR;EGO Handprotektor mit Backbone;EGO-002-00-GR;Grün. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9249;EGO Handprotektor mit Backbone;EGO-002-00-OR;EGO Handprotektor mit Backbone;EGO-002-00-OR;Orange. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9250;EGO Handprotektor mit Backbone;EGO-002-00-RD;EGO Handprotektor mit Backbone;EGO-002-00-RD;Rot. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9251;EGO Handprotektor mit Backbone;EGO-002-00-WH;EGO Handprotektor mit Backbone;EGO-002-00-WH;Weiß. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9252;EGO Handprotektor mit Backbone;EGO-002-00-YE;EGO Handprotektor mit Backbone;EGO-002-00-YE;Gelb. Ohne Anbausatz.;"<strong>EGO Handprotektor mit Backbone</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9253;EGO Handprotektor Schalen;EGO-003-00-BK;EGO Handprotektor Schalen;EGO-003-00-BK;Schwarz.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong>nicht enthalten</strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9254;EGO Handprotektor Schalen;EGO-003-00-BU;EGO Handprotektor Schalen;EGO-003-00-BU;Blau.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9255;EGO Handprotektor Schalen;EGO-003-00-GR;EGO Handprotektor Schalen;EGO-003-00-GR;Grün.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9256;EGO Handprotektor Schalen;EGO-003-00-OR;EGO Handprotektor Schalen;EGO-003-00-OR;Orange.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9257;EGO Handprotektor Schalen;EGO-003-00-RD;EGO Handprotektor Schalen;EGO-003-00-RD;Rot.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9258;EGO Handprotektor Schalen;EGO-003-00-WH;EGO Handprotektor Schalen;EGO-003-00-WH;Weiß.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong>nicht enthalten</strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9259;EGO Handprotektor Schalen;EGO-003-00-YE;EGO Handprotektor Schalen;EGO-003-00-YE;Gelb.;"<strong>EGO Handprotektor Schalen</strong><ul><li>EGO Handprotektor Kunststoff-Schale (L/R)</li><li>Backbone und Montage-Material <strong><i>nicht enthalten</i></strong></li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9260;Mini EGO Handprotektoren-Kit;EGO-004-00-BK;Mini EGO Handprotektoren-Kit;EGO-004-00-BK;Schwarz. Inklusive Anbaukit für 22 mm Lenker.;"<strong>Mini EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9261;Mini EGO Handprotektoren-Kit;EGO-004-00-BU;Mini EGO Handprotektoren-Kit;EGO-004-00-BU;Blau. Inklusive Anbaukit für 22 mm Lenker.;"<strong>Mini EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9262;Mini EGO Handprotektoren-Kit;EGO-004-00-GR;Mini EGO Handprotektoren-Kit;EGO-004-00-GR;Grün. Inklusive Anbaukit für 22 mm Lenker.;"<strong>Mini EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9263;Mini EGO Handprotektoren-Kit;EGO-004-00-OR;Mini EGO Handprotektoren-Kit;EGO-004-00-OR;Orange. Inklusive Anbaukit für 22 mm Lenker.;"<strong>Mini EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
9264;Mini EGO Handprotektoren-Kit;EGO-004-00-RD;Mini EGO Handprotektoren-Kit;EGO-004-00-RD;Rot. Inklusive Anbaukit für 22 mm Lenker.;"<strong>Mini EGO Handprotektoren-Kit</strong><ul><li>Aluminium Backbone mit integrierter Kunststoff-Schale (L/R)</li><li>Inklusive Montage-Material</li><li>Passend für 22mm Lenker</li><li>Geignet für Mini-Bikes, 80/85 ccm Bikes und Fun-Bikes</li></ul><br><strong>Erhältlich in folgenden Farben:</strong><br><i><strong>Schwarz, Blau, Grün, Orange, Rot, Weiß, Gelb</strong></i>""";Auf Lager;Verfügbar : Lieferbar auf Anfrage
